,0
346,0.354229981
347,0.468352612
348,0.408508928
349,0.364455039
350,0.410568943
351,0.412474888
352,0.406806708
353,0.459495198
354,0.456276308
355,0.422792976
356,0.359606177
357,0.425877635
358,0.396790343
359,0.302544214
360,0.442861408
361,0.477340569
362,0.455857706
363,0.43163916
364,0.349344562
365,0.441620288
366,0.390398331
367,0.472281422
368,0.384897659
369,0.419811798
370,0.467919466
371,0.516102509
372,0.422806512
373,0.385434153
374,0.34036558
375,0.444615327
376,0.362336781
377,0.391601451
378,0.398099375
379,0.448937682
380,0.362106939
381,0.420047724
382,0.275833812
383,0.457685671
384,0.440821056
385,0.384273006
386,0.47714794
387,0.418727736
388,0.402709914
389,0.410832331
390,0.417805366
391,0.401721839
392,0.368403065
393,0.381381002
394,0.349123963
395,0.370744293
396,0.395956372
397,0.453114375
398,0.496198856
399,0.399026886
400,0.432559493
401,0.422267811
402,0.454719625
403,0.399507229
404,0.418537949
405,0.388854363
406,0.415086501
407,0.286449565
408,0.33698876
409,0.47196841
410,0.356889862
411,0.334637684
412,0.401813151
413,0.4047741
414,0.439115138
415,0.430149442
416,0.389243855
417,0.401282583
418,0.384716035
419,0.451642529
420,0.43048593
421,0.435447602
422,0.411588574
423,0.387304858
424,0.528278758
425,0.376294489
426,0.424799889
427,0.415704252
428,0.340153312
429,0.406365877
430,0.397016832
431,0.356530265
432,0.46735252
433,0.37607576
434,0.446987816
435,0.372710681
436,0.426600144
437,0.414652766
438,0.373882313
439,0.414205365
440,0.361630404
441,0.401715557
442,0.422127575
443,0.345840613
444,0.406218637
445,0.374583917
446,0.394116208
447,0.45354151
448,0.316682263
449,0.406320232
450,0.446899264
451,0.381542764
452,0.462974441
453,0.400833701
454,0.329125631
455,0.343130793
456,0.317731917
457,0.476682269
458,0.46482634
459,0.372476247
460,0.41666347
461,0.395054491
462,0.437412512
463,0.319341061
464,0.448593588
465,0.3266715
466,0.39643007
467,0.403370299
468,0.432379747
469,0.420943734
470,0.411312118
471,0.410812633
472,0.357569542
473,0.423627207
474,0.439568759
475,0.372444115
476,0.335639776
477,0.425823762
478,0.401727376
479,0.38854744
480,0.51024404
481,0.368848063
482,0.376231223
483,0.400439718
484,0.360844973
485,0.439718673
486,0.366381962
487,0.403874672
488,0.445153031
489,0.357354011
490,0.358844491
491,0.383387316
492,0.532462867
493,0.450973774
494,0.35103089
495,0.478223282
496,0.398091059
497,0.383934336
498,0.408775543
499,0.465050217
500,0.431745833
501,0.442813408
502,0.464525965
503,0.326162565
504,0.508349623
505,0.423832482
506,0.419361952
507,0.339288185
508,0.402215415
509,0.40649053
510,0.345209664
511,0.379210072
512,0.370248427
513,0.417420896
514,0.410095542
515,0.48082118
516,0.399078931
517,0.437283923
518,0.41367608
519,0.407206236
520,0.452156077
521,0.364304755
522,0.363135689
523,0.391933383
524,0.454669564
525,0.348051299
526,0.493647233
527,0.417214568
528,0.359127948
529,0.45894933
530,0.40603106
531,0.432350984
532,0.41589645
533,0.343781527
534,0.459099354
535,0.39319985
536,0.455066529
537,0.47974304
538,0.428245265
539,0.393138032
540,0.410555117
541,0.404691239
542,0.318755644
543,0.384405719
544,0.416656807
545,0.433271746
546,0.495666664
547,0.405326701
548,0.369734347
549,0.336765337
550,0.454363693
551,0.35948941
552,0.456990924
553,0.474211832
554,0.415632425
555,0.448547526
556,0.43584159
557,0.387991162
558,0.340674624
559,0.37062149
560,0.383531253
561,0.434573393
562,0.352862318
563,0.403814771
564,0.489075312
565,0.471601532
566,0.305951566
567,0.372169708
568,0.405111164
569,0.424556437
570,0.424469202
571,0.402503292
572,0.31572228
573,0.353420629
574,0.427876275
575,0.35675378
576,0.424713142
577,0.432113772
578,0.349258351
579,0.471828919
580,0.392010745
581,0.441170529
582,0.468441424
583,0.416289198
584,0.365833418
585,0.405479923
586,0.484579113
587,0.372102516
588,0.353593415
589,0.337179896
590,0.455981679
591,0.479792717
592,0.345155742
593,0.400190153
594,0.40719214
595,0.422564842
596,0.350339752
597,0.367311682
598,0.339155247
599,0.444289872
600,0.442643022
601,0.368679976
602,0.459029427
603,0.429813997
604,0.377659556
605,0.350256868
606,0.474666561
607,0.451178123
608,0.363907649
609,0.420888056
610,0.411504713
611,0.359780585
612,0.35972905
613,0.439794728
614,0.379956257
615,0.470613475
616,0.358181539
617,0.378828109
618,0.429661965
619,0.402221313
620,0.331346778
621,0.342765388
622,0.466964071
623,0.434480177
624,0.348835353
625,0.270507141
626,0.356108825
627,0.359195269
628,0.33823079
629,0.398946705
630,0.446603492
631,0.414433398
632,0.383367176
633,0.465134536
634,0.424156629
635,0.393154573
636,0.449770059
637,0.406362654
638,0.343847217
639,0.436707777
640,0.37061909
641,0.433980187
642,0.393473652
643,0.437175803
644,0.356993483
645,0.442176009
646,0.388961087
647,0.460560841
648,0.331060977
649,0.401991894
650,0.421488013
651,0.39756811
652,0.436919012
653,0.459727695
654,0.400113402
655,0.381989451
656,0.271207549
657,0.456603828
658,0.431845971
659,0.425305982
660,0.390354063
661,0.396733125
662,0.427038761
663,0.430380806
664,0.432091862
665,0.396394929
666,0.376454031
667,0.345628732
668,0.483978683
669,0.375318371
670,0.355279893
671,0.369660876
672,0.368749404
673,0.388555536
674,0.432919411
675,0.43757251
676,0.512888871
677,0.443740648
678,0.506762463
679,0.379985756
680,0.467077612
681,0.389205609
682,0.415570861
683,0.37003377
684,0.4443424
685,0.371925465
686,0.378933724
687,0.342908774
688,0.403804463
689,0.402448988
690,0.422315346
691,0.45572927
692,0.303065718
693,0.4402368
694,0.497098099
695,0.32868187
696,0.352539626
697,0.410464528
698,0.489012405
699,0.406796879
700,0.401417555
701,0.416365233
702,0.401190935
703,0.383992829
704,0.392807197
705,0.373301371
706,0.39071936
707,0.405058312
708,0.436521998
709,0.423628682
710,0.45312195
711,0.309379856
712,0.386874696
713,0.343406545
714,0.460124508
715,0.440055524
716,0.390700784
717,0.425305833
718,0.351880029
719,0.435776016
720,0.361291297
721,0.351102743
722,0.385497521
723,0.370105742
724,0.472555759
725,0.388313907
726,0.42073684
727,0.445386723
728,0.470469991
729,0.467343757
730,0.387532005
731,0.343846535
732,0.426458597
733,0.396693984
734,0.419648605
735,0.384396994
736,0.409193141
737,0.50371718
738,0.314708226
739,0.375353504
740,0.433297965
741,0.411923845
742,0.464156495
743,0.341999066
744,0.461148614
745,0.410385495
746,0.379823284
747,0.365333169
748,0.400895436
749,0.412434213
750,0.415463963
751,0.4198242
752,0.410021595
753,0.399039399
754,0.451276084
755,0.391661278
756,0.450774996
757,0.370488858
758,0.314964619
759,0.310043267
760,0.396716505
761,0.405914709
762,0.387220123
763,0.426213637
764,0.402234744
765,0.423003785
766,0.481727678
767,0.361873111
768,0.457522651
769,0.438086236
770,0.513732881
771,0.416877707
772,0.451511466
773,0.423030039
774,0.415123316
775,0.433034613
776,0.358216034
777,0.361895544
778,0.454809916
779,0.428577365
780,0.364588297
781,0.383182652
782,0.32198185
783,0.459071431
784,0.355026259
785,0.44463893
786,0.44445712
787,0.353428474
788,0.421542131
789,0.462401663
790,0.361200287
791,0.365344034
792,0.442901055
793,0.334630201
794,0.4039038
795,0.355748591
796,0.331958269
797,0.427185341
798,0.376085737
799,0.343637528
800,0.469828378
801,0.305238751
802,0.433939765
803,0.347596158
804,0.419972342
805,0.397739828
806,0.472827506
807,0.378860448
808,0.442882859
809,0.400045007
810,0.414136736
811,0.397260166
812,0.38877912
813,0.396922779
814,0.298842753
815,0.411757991
816,0.348961773
817,0.36355498
818,0.337438257
819,0.328708407
820,0.449662389
821,0.378126965
822,0.443916974
823,0.41431411
824,0.273344859
825,0.450871041
826,0.401675205
827,0.323797752
828,0.431045902
829,0.374373492
830,0.341474753
831,0.431067866
832,0.305539525
833,0.368611306
834,0.384870534
835,0.402105269
836,0.339653639
837,0.333588267
838,0.441381011
839,0.319639554
840,0.456395759
841,0.45188067
842,0.454696377
843,0.370354466
844,0.466043533
845,0.413564582
846,0.492009886
847,0.343978422
848,0.356818571
849,0.398105336
850,0.372578257
851,0.479720538
852,0.465413223
853,0.428525118
854,0.3524117
855,0.425390909
856,0.346864798
857,0.403311162
858,0.453171597
859,0.301695339
860,0.487146817
861,0.456662715
862,0.432039367
863,0.416774071
864,0.497772758
865,0.369541542
866,0.37501893
867,0.373198674
868,0.411062725
869,0.417277664
870,0.42741469
871,0.392064959
872,0.395405923
873,0.444239127
874,0.316553775
875,0.477282087
876,0.363100384
877,0.4211512
878,0.392727943
879,0.320259948
880,0.472359816
881,0.400829759
882,0.460486074
883,0.463035455
884,0.32974426
885,0.394396356
886,0.392310106
887,0.391352843
888,0.410179455
889,0.337334459
890,0.355943317
891,0.395858833
892,0.470575117
893,0.434087198
894,0.432400184
895,0.393408629
896,0.396888014
897,0.45736542
898,0.329927586
899,0.370764386
900,0.394431309
901,0.345931909
902,0.360355803
903,0.408913817
904,0.487612506
905,0.402953808
906,0.373664147
907,0.324700453
908,0.306515426
909,0.427431032
910,0.443446786
911,0.383141819
912,0.373001833
913,0.320285008
914,0.41759489
915,0.542328989
916,0.423088589
917,0.340626342
918,0.345911375
919,0.437312901
920,0.371185842
921,0.371119503
922,0.406685993
923,0.471715522
924,0.42157616
925,0.396512113
926,0.366460788
927,0.383785071
928,0.370261325
929,0.4071307
930,0.375369883
931,0.302479826
932,0.236516357
933,0.393918838
934,0.423448555
935,0.405525562
936,0.404773402
937,0.409103637
938,0.400516087
939,0.436286071
940,0.350987585
941,0.396242559
942,0.404059031
943,0.475359745
944,0.457597922
945,0.413994973
946,0.420568092
947,0.392786468
948,0.380750345
949,0.424535012
950,0.457074043
951,0.340265643
952,0.403678823
953,0.381172837
954,0.418526208
955,0.406160166
956,0.374841646
957,0.371665995
958,0.3624288
959,0.402842415
960,0.390904921
961,0.424569611
962,0.388812697
963,0.427186155
964,0.428629777
965,0.417239005
966,0.486669927
967,0.375325526
968,0.407871838
969,0.386977738
970,0.392729361
971,0.371701895
972,0.4078361
973,0.348601466
974,0.4150371
975,0.415932821
976,0.473199067
977,0.36027358
978,0.437635151
979,0.404376911
980,0.369181079
981,0.417573972
982,0.336005061
983,0.419434001
984,0.472466452
985,0.412788315
986,0.434509816
987,0.443293033
988,0.405028247
989,0.452703836
990,0.411951173
991,0.471324334
992,0.410578317
993,0.425350472
994,0.39870212
995,0.362586348
996,0.398089413
997,0.446962378
998,0.424834276
999,0.503436834
1000,0.403460982
1001,0.415758568
1002,0.452268177
1003,0.468689628
1004,0.483659312
1005,0.446019193
1006,0.40294965
1007,0.406690491
1008,0.36658239
1009,0.456337856
1010,0.496998514
1011,0.45702074
1012,0.401261858
1013,0.393884226
1014,0.491514059
1015,0.402739318
1016,0.441090549
1017,0.466345573
1018,0.502083487
1019,0.408939584
1020,0.394311892
1021,0.394866077
1022,0.38033971
1023,0.457317715
1024,0.390668126
1025,0.398832212
1026,0.377815894
1027,0.372106375
1028,0.44382583
1029,0.398600999
1030,0.394571165
1031,0.469800236
1032,0.414515709
1033,0.314058368
1034,0.342030566
1035,0.511262809
1036,0.373129526
1037,0.394184032
1038,0.446783004
1039,0.421653683
1040,0.373501257
1041,0.467597099
1042,0.324412746
1043,0.524964371
1044,0.326177212
1045,0.432002928
1046,0.351381344
1047,0.383153633
1048,0.482740326
1049,0.430785566
1050,0.46411725
1051,0.377006927
1052,0.358744996
1053,0.435203994
1054,0.378279984
1055,0.413110238
1056,0.369714601
1057,0.362391513
1058,0.428631783
1059,0.374259039
1060,0.253293592
1061,0.397200712
1062,0.428002099
1063,0.409052888
1064,0.348202339
1065,0.347277175
1066,0.380640058
1067,0.401668204
1068,0.498997011
1069,0.480605229
1070,0.397290304
1071,0.417268024
1072,0.416510259
1073,0.410714952
1074,0.447656633
1075,0.42261045
1076,0.388050779
1077,0.362274367
1078,0.387556181
1079,0.311432604
1080,0.407904638
1081,0.38404545
1082,0.397364281
1083,0.327631123
1084,0.473395358
1085,0.445434255
1086,0.425208459
1087,0.414006111
1088,0.458197249
1089,0.401833008
1090,0.415735216
1091,0.373314344
1092,0.356484452
1093,0.411565481
1094,0.476626477
1095,0.471017619
1096,0.323948351
1097,0.375599976
1098,0.441603484
1099,0.483195596
1100,0.387147085
1101,0.407475937
1102,0.474452552
1103,0.434881976
1104,0.308433474
1105,0.399268034
1106,0.435965883
1107,0.352918718
1108,0.316134925
1109,0.351217319
1110,0.470506596
1111,0.372362179
1112,0.388841612
1113,0.462759124
1114,0.461576262
1115,0.473670015
1116,0.421180594
1117,0.330434516
1118,0.324551863
1119,0.436742975
1120,0.429619945
1121,0.339430014
1122,0.362565937
1123,0.340795064
1124,0.386690947
1125,0.349323102
1126,0.333511532
1127,0.40707947
1128,0.374123836
1129,0.388529455
1130,0.35411146
1131,0.406367536
1132,0.387520942
1133,0.447105502
1134,0.479781015
1135,0.4156725
1136,0.404695347
1137,0.390332556
1138,0.360108026
1139,0.405421137
1140,0.408480724
1141,0.325675644
1142,0.379694119
1143,0.431732619
1144,0.3677985
1145,0.440785588
1146,0.425750741
1147,0.375619706
1148,0.455727725
1149,0.370936809
1150,0.424301977
1151,0.408957607
1152,0.405741358
1153,0.327812217
1154,0.411637435
1155,0.351427463
1156,0.335124514
1157,0.33224163
1158,0.409444415
1159,0.382750247
1160,0.469788127
1161,0.438728101
1162,0.442058608
1163,0.367222553
1164,0.366260191
1165,0.333328256
1166,0.446073593
1167,0.41185698
1168,0.305479138
1169,0.382343539
1170,0.355310096
1171,0.407232655
1172,0.278715547
1173,0.375836046
1174,0.415467307
1175,0.424628215
1176,0.40698902
1177,0.304644323
1178,0.396384913
1179,0.554148635
1180,0.493806911
1181,0.341162845
1182,0.37613215
1183,0.408950429
1184,0.396001109
1185,0.46121094
1186,0.401043791
1187,0.417078559
1188,0.368653327
1189,0.403078982
1190,0.439675753
1191,0.415436855
1192,0.424655352
1193,0.495781008
1194,0.378234988
1195,0.395793085
1196,0.365580829
1197,0.401515333
1198,0.39814734
1199,0.500001046
1200,0.378544719
1201,0.424035963
1202,0.353850037
1203,0.436374601
1204,0.442770257
1205,0.365791435
1206,0.383342401
1207,0.454220847
1208,0.411823022
1209,0.383928607
1210,0.406990777
1211,0.418505817
1212,0.497588461
1213,0.31185489
1214,0.443928547
1215,0.461973136
1216,0.45894855
1217,0.43323913
1218,0.420138667
1219,0.413642051
1220,0.325239912
1221,0.515485959
1222,0.36035509
1223,0.361105839
1224,0.453970731
1225,0.371197677
1226,0.398458024
1227,0.424422061
1228,0.338470405
1229,0.312637262
1230,0.441633383
1231,0.332545678
1232,0.424268534
1233,0.422080673
1234,0.352872574
1235,0.312930718
1236,0.38146777
1237,0.497557598
1238,0.51213744
1239,0.47595571
1240,0.369092064
1241,0.437224746
1242,0.414568796
1243,0.417823507
1244,0.36070202
1245,0.337198642
1246,0.346745087
1247,0.369035143
1248,0.370427871
1249,0.390506443
1250,0.341028141
1251,0.41893806
1252,0.462755586
1253,0.360332799
1254,0.356872104
1255,0.382099425
1256,0.32021946
1257,0.362080697
1258,0.485902133
1259,0.412120174
1260,0.352559271
1261,0.377015549
1262,0.450573466
1263,0.438454478
1264,0.454977447
1265,0.372471794
1266,0.447010276
1267,0.452808514
1268,0.360459754
1269,0.371414855
1270,0.364529482
1271,0.419157414
1272,0.486831011
1273,0.404732649
1274,0.480189508
1275,0.45174907
1276,0.318759128
1277,0.444252903
1278,0.357687965
1279,0.446909304
1280,0.403587443
1281,0.378524777
1282,0.447689007
1283,0.383803128
1284,0.424053233
1285,0.383060364
1286,0.355129624
1287,0.408192435
1288,0.374987027
1289,0.384770456
1290,0.438253006
1291,0.40398878
1292,0.389699496
1293,0.480152482
1294,0.315801068
1295,0.484631572
1296,0.360708953
1297,0.388351455
1298,0.4126785
1299,0.415737612
1300,0.401452406
1301,0.405847846
1302,0.384277541
1303,0.392094583
1304,0.429531399
1305,0.434349218
1306,0.432879601
1307,0.440516044
1308,0.437185427
1309,0.434939194
1310,0.405859825
1311,0.422773533
1312,0.393771058
1313,0.448307146
1314,0.42528118
1315,0.399350645
1316,0.335716424
1317,0.363472537
1318,0.421952444
1319,0.500085045
1320,0.476378553
1321,0.469963012
1322,0.370600627
1323,0.373332021
1324,0.37570903
1325,0.281410966
1326,0.34460802
1327,0.400753922
1328,0.405914562
1329,0.416148358
1330,0.321825483
1331,0.366669015
1332,0.509308135
1333,0.431263711
1334,0.394235861
1335,0.364912969
1336,0.347575671
1337,0.377989872
1338,0.39110775
1339,0.479412506
1340,0.412831928
1341,0.377714679
1342,0.480498914
1343,0.412304503
1344,0.43535748
1345,0.415191485
1346,0.387196127
1347,0.394968461
1348,0.437624672
1349,0.445421467
1350,0.393320061
1351,0.344438825
1352,0.363553863
1353,0.392043739
1354,0.411977445
1355,0.330029538
1356,0.347849254
1357,0.389068886
1358,0.25262235
1359,0.448899647
1360,0.37741266
1361,0.364869386
1362,0.413813436
1363,0.473511896
1364,0.392651945
1365,0.323885545
1366,0.446110105
1367,0.375577787
1368,0.423914965
1369,0.425673198
1370,0.46600317
1371,0.362977386
1372,0.477595751
1373,0.42325152
1374,0.447128789
1375,0.440574969
1376,0.307822104
1377,0.426058936
1378,0.341517408
1379,0.362738498
1380,0.340096037
1381,0.504133429
1382,0.379219452
1383,0.400084326
1384,0.386285987
1385,0.455669233
1386,0.427238657
1387,0.390778746
1388,0.526895425
1389,0.36949074
1390,0.336735883
1391,0.417368514
1392,0.367034937
1393,0.49298866
1394,0.375153596
1395,0.326031514
1396,0.377509786
1397,0.415890638
1398,0.457383564
1399,0.342279741
1400,0.399941921
1401,0.514302017
1402,0.451821576
1403,0.354358978
1404,0.399469064
1405,0.485174662
1406,0.39680263
1407,0.458683432
1408,0.357423139
1409,0.438125181
1410,0.365015607
1411,0.37996889
1412,0.436118374
1413,0.413446702
1414,0.366071345
1415,0.338767118
1416,0.416712736
1417,0.422704644
1418,0.385587051
1419,0.425213837
1420,0.433129701
1421,0.370696707
1422,0.44590063
1423,0.41453998
1424,0.421932706
1425,0.337274557
1426,0.390961282
1427,0.436672265
1428,0.412745961
1429,0.416615365
1430,0.465375513
1431,0.382000921
1432,0.377722499
1433,0.358077272
1434,0.511676368
1435,0.33475693
1436,0.416443845
1437,0.339822634
1438,0.327041075
1439,0.357181215
1440,0.523576766
1441,0.486702681
1442,0.449170599
1443,0.427329741
1444,0.447767069
1445,0.41608965
1446,0.405296897
1447,0.471962909
1448,0.429883756
1449,0.339892219
1450,0.49896948
1451,0.398240207
1452,0.502496209
1453,0.356397797
1454,0.333652798
1455,0.338870896
1456,0.367348193
1457,0.352794127
1458,0.487476456
1459,0.406341807
1460,0.347875569
1461,0.385408286
1462,0.436167841
1463,0.427866844
1464,0.348518453
1465,0.421986407
1466,0.356821268
1467,0.425025225
1468,0.42631954
1469,0.509479523
1470,0.493636624
1471,0.339305452
1472,0.419239072
1473,0.420757226
1474,0.425293872
1475,0.36976952
1476,0.394254659
1477,0.366875019
1478,0.370340086
1479,0.402451729
1480,0.447758317
1481,0.328335111
1482,0.429659599
1483,0.481209731
1484,0.315621556
1485,0.408633894
1486,0.409581989
1487,0.446337646
1488,0.495910756
1489,0.470813758
1490,0.415370177
1491,0.44046653
1492,0.339470473
1493,0.477717966
1494,0.407836451
1495,0.332259743
1496,0.36926151
1497,0.378237127
1498,0.376889675
1499,0.415381661
1500,0.470957256
1501,0.454528745
1502,0.396231616
1503,0.417822816
1504,0.379618971
1505,0.456869144
1506,0.442225736
1507,0.391057748
1508,0.432324819
1509,0.420945195
1510,0.388352331
1511,0.41034579
1512,0.37975692
1513,0.455765329
1514,0.436542067
1515,0.465415839
1516,0.531002711
1517,0.431420119
1518,0.452854134
1519,0.400033078
1520,0.420501593
1521,0.391217499
1522,0.389114863
1523,0.344608896
1524,0.345889471
1525,0.458761446
1526,0.410056849
1527,0.426065061
1528,0.314423619
1529,0.355724088
1530,0.396107242
1531,0.41109557
1532,0.343795509
1533,0.392782994
1534,0.335301122
1535,0.385493764
1536,0.426863627
1537,0.330884509
1538,0.481084399
1539,0.5409321
1540,0.380944732
1541,0.365189611
1542,0.342113885
1543,0.394160871
1544,0.419111404
1545,0.416020148
1546,0.431065118
1547,0.466641451
1548,0.374698639
1549,0.389481672
1550,0.370474239
1551,0.358660838
1552,0.333767731
1553,0.366054455
1554,0.438208818
1555,0.37656763
1556,0.373696552
1557,0.414153832
1558,0.387441906
1559,0.42536668
1560,0.411319391
1561,0.350252086
1562,0.383390849
1563,0.40426866
1564,0.498241242
1565,0.333838489
1566,0.443715616
1567,0.516053648
1568,0.41823965
1569,0.447251789
1570,0.424502928
1571,0.42317728
1572,0.411992629
1573,0.448138138
1574,0.291060163
1575,0.349688427
1576,0.386839112
1577,0.388400093
1578,0.426031338
1579,0.348808778
1580,0.346556188
1581,0.333417359
1582,0.340752007
1583,0.48395594
1584,0.450605031
1585,0.333147772
1586,0.409017156
1587,0.382217399
1588,0.340549117
1589,0.45698013
1590,0.433399023
1591,0.494624621
1592,0.424382489
1593,0.396678234
1594,0.433278925
1595,0.402637136
1596,0.381135114
1597,0.491263234
1598,0.420101718
1599,0.317114338
1600,0.412473312
1601,0.487348988
1602,0.443019113
1603,0.454983308
1604,0.414419333
1605,0.365594132
1606,0.31633554
1607,0.342719527
1608,0.467975109
1609,0.489484294
1610,0.385676693
1611,0.351967688
1612,0.420750359
1613,0.393758069
1614,0.411255942
1615,0.347038588
1616,0.37296071
1617,0.392195187
1618,0.388314388
1619,0.484295938
1620,0.425232307
1621,0.421254096
1622,0.480361109
1623,0.387862933
1624,0.423484837
1625,0.375944845
1626,0.386642872
1627,0.343102336
1628,0.504494106
1629,0.316609567
1630,0.408758395
1631,0.475232298
1632,0.407521794
1633,0.38889031
1634,0.44289796
1635,0.339296593
1636,0.311354398
1637,0.456683577
1638,0.390455019
1639,0.431311322
1640,0.367684563
1641,0.414948923
1642,0.344957306
1643,0.366925199
1644,0.369904043
1645,0.445861892
1646,0.461677917
1647,0.471330646
1648,0.451050743
1649,0.535594106
1650,0.426398097
1651,0.404353824
1652,0.359918438
1653,0.391465236
1654,0.489377401
1655,0.438504573
1656,0.31856181
1657,0.394085118
1658,0.38420214
1659,0.416119424
1660,0.420596445
1661,0.326781852
1662,0.325990846
1663,0.405433191
1664,0.402213758
1665,0.406259417
